User ID,Age,Quantity,EstimatedSalary,Discount
15697574,33,24,69000,3
15578738,18,8,86000,5
15762228,22,17,55000,6
15614827,35,27,71000,8
15789815,29,33,148000,9
15579781,29,34,47000,1
15587013,21,15,88000,7
15570932,34,16,115000,2
15794661,26,14,118000,3
15581654,34,20,43000,5
15644296,34,37,72000,6
15614420,23,8,28000,8
15609653,35,25,47000,9
15594577,25,10,22000,1
15584114,24,13,23000,7
15673367,31,9,34000,7
15685576,26,50,16000,1
15774727,31,49,71000,3
15694288,32,13,117000,6
15603319,33,0,43000,7
15759066,33,8,60000,8
15814816,31,28,66000,2
15724402,20,7,82000,6
15571059,33,6,41000,8
15674206,35,5,72000,9
15715160,28,14,32000,1
15730448,24,13,84000,7
15662067,19,37,26000,2
15779581,29,40,43000,3
15662901,19,49,70000,5
15689751,28,22,89000,6
15667742,34,30,43000,5
15738448,30,13,79000,6
15680243,20,33,36000,3
15745083,26,39,80000,6
15708228,35,4,22000,7
15628523,35,16,39000,5
15708196,49,3,74000,6
15735549,39,48,134000,8
15809347,41,2,71000,9
15660866,58,49,101000,1
15766609,47,12,47000,7
15654230,55,6,130000,2
15794566,52,49,114000,1
15800890,40,48,142000,4
15697424,46,36,22000,7
15724536,48,2,96000,9
15735878,52,20,150000,1
15707596,59,13,42000,2
15657163,35,41,58000,2
15622478,47,16,43000,2
15779529,60,45,108000,3
15636023,49,3,65000,5
15582066,40,49,78000,6
15666675,46,11,96000,1
15732987,59,18,143000,1
15789432,41,25,80000,1
15663161,35,19,91000,2
15694879,37,2,144000,2
15593715,60,21,102000,3
15575002,35,38,60000,3
15622171,37,46,53000,5
15795224,36,25,126000,6
15685346,56,36,133000,6
15691808,40,23,72000,6
15721007,42,8,80000,7
15794253,35,34,147000,7
15694453,39,18,42000,7
15813113,40,16,107000,7
15614187,49,36,86000,8
15619407,38,25,112000,8
15646227,46,7,79000,9
15660541,40,8,57000,9
15753874,37,6,80000,1
15617877,46,13,82000,1
15772073,53,23,143000,11
15701537,42,24,149000,12
15736228,38,25,59000,12
15780572,50,30,88000,12
15769596,56,0,104000,12
15586996,41,49,72000,12
15722061,51,27,146000,12
15638003,35,13,50000,12
15775590,57,12,122000,12
15730688,41,14,52000,12
15753102,35,6,97000,1
15810075,44,7,39000,1
15723373,37,17,52000,1
15795298,48,49,134000,1
15584320,37,24,146000,1
15724161,50,28,44000,1
15750056,52,4,90000,1
15609637,41,22,72000,1
15794493,40,49,57000,1
15569641,58,44,95000,1
15815236,45,11,131000,16
15811177,35,2,77000,16
15680587,36,29,144000,2
15672821,55,20,125000,18
15767681,35,28,72000,18
15600379,48,13,90000,18
15801336,42,14,108000,18
15721592,40,17,75000,18
15581282,37,15,74000,2
15746203,47,43,144000,2
15583137,40,4,61000,2
15680752,43,49,133000,2
15688172,59,35,76000,2
15791373,60,23,42000,2
15589449,39,50,106000,2
15692819,57,8,26000,2
15727467,57,22,74000,2
15734312,38,3,71000,23
15764604,49,2,88000,23
15613014,52,25,38000,2
15759684,50,35,36000,2
15609669,59,2,88000,3
15685536,35,35,61000,3
15750447,37,16,70000,3
15663249,52,12,21000,3
15638646,48,38,141000,3
15734161,37,4,93000,3
15631070,37,21,62000,3
15761950,48,14,138000,3
15649668,41,3,79000,3
15713912,37,36,78000,34
15586757,39,6,134000,34
15596522,49,17,89000,3
15625395,55,6,39000,3
15760570,37,45,77000,3
15566689,35,39,57000,4
15725794,36,39,63000,4
15673539,42,14,73000,44
15705298,43,13,112000,5
15675791,45,8,79000,5
15747043,46,9,117000,5
15736397,58,17,38000,5
15678201,48,42,74000,5
15720745,37,9,137000,5
15637593,37,21,79000,5
15598070,40,20,60000,5
15787550,42,7,54000,5
15603942,51,28,134000,5
15733973,47,10,113000,5
15596761,36,27,125000,5
15652400,38,31,50000,5
15717893,42,3,70000,5
15622585,39,16,96000,56
15733964,38,37,50000,56
15753861,49,26,141000,56
15747097,39,2,79000,6
15594762,39,41,75000,6
15667417,54,44,104000,6
15684861,35,33,55000,6
15742204,45,28,32000,6
15623502,36,9,60000,6
15774872,52,22,138000,6
15611191,53,39,82000,6
15674331,41,17,52000,6
15619465,48,20,30000,6
15575247,48,33,131000,6
15695679,41,8,60000,6
15713463,41,33,72000,6
15785170,42,29,75000,6
15796351,36,23,118000,6
15639576,47,8,107000,6
15693264,38,34,51000,6
15589715,48,26,119000,6
15769902,42,15,65000,6
15587177,40,17,65000,6
15814553,57,15,60000,66
15601550,36,27,54000,66
15664907,58,33,144000,66
15612465,35,29,79000,66
15810800,38,34,55000,66
15665760,39,10,122000,66
15588080,53,13,104000,66
15776844,35,47,75000,7
15717560,38,45,65000,7
15629739,47,44,51000,7
15729908,47,40,105000,7
15716781,41,34,63000,7
15646936,53,32,72000,7
15768151,54,37,108000,7
15579212,39,10,77000,7
15721835,38,27,61000,7
15800515,38,21,113000,67
15591279,37,24,75000,67
15587419,42,45,90000,7
15750335,37,11,57000,7
15699619,36,21,99000,7
15606472,60,15,34000,7
15778368,54,34,70000,7
15671387,41,27,72000,7
15573926,40,1,71000,8
15709183,42,29,54000,8
15577514,43,7,129000,8
15778830,53,45,34000,8
15768072,47,11,50000,8
15768293,42,24,79000,8
15654456,42,14,104000,8
15807525,59,34,29000,8
15574372,58,46,47000,8
15671249,46,14,88000,8
15779744,38,30,71000,84
15624755,54,16,26000,8
15611430,60,15,46000,88
15774744,60,50,83000,88
15629885,39,9,73000,9
15708791,59,3,130000,9
15793890,37,8,80000,9
15646091,46,14,32000,9
15596984,46,12,74000,9
15800215,42,4,53000,9
15577806,41,4,87000,9
15749381,58,26,23000,9
15683758,42,23,64000,9
15670615,48,3,33000,9
15715622,44,14,139000,9
15707634,49,22,28000,9
15806901,57,30,33000,9
15775335,56,2,60000,9
15724150,49,49,39000,84
15627220,39,14,71000,8
15672330,47,42,34000,88
15668521,48,33,35000,88
15807837,48,0,33000,9
15592570,47,1,23000,9
15748589,45,24,45000,9
15635893,60,20,42000,9
15757632,39,12,59000,9
15691863,46,5,41000,9
15706071,51,16,23000,2
15654296,50,47,20000,23
15755018,36,46,33000,23
15594041,49,22,36000,2
