User ID,Age,Quantity,EstimatedWages,Discount
15724423,40,7,750,0.31
15574305,35,1,530,0.06
15678168,41,40,510,0.23
15697020,39,20,610,0.22
15610801,42,21,650,0.14
15745232,26,26,320,0.16
15722758,30,44,170,0.40
15792102,26,0,840,0.78
15675185,31,2,580,0.33
15801247,33,23,310,0.08
15725660,30,37,870,0.31
15638963,21,3,680,0.99
158061,28,48,550,0.51
155786,23,12,630,0.83
15668504,20,17,820,0.60
15687491,30,38,180,0.96
15610403,28,23,590,0.40
15741094,19,43,250,0.03
15807909,19,9,850,0.11
15666141,18,4,680,0.85
15617134,35,10,590,0.71
15783029,30,44,890,0.28
15622833,34,26,250,0.35
15746422,24,36,890,0.95
15750839,27,34,960,0.27
15749130,41,5,300,0.26
15779862,29,28,610,0.70
15767871,20,10,740,0.45
15679651,26,5,150,0.77
15576219,41,37,450,0.21
15699247,31,40,760,0.76
15619087,36,14,500,0.75
15605327,40,49,470,0.12
15610140,31,6,150,0.14
15791174,46,47,590,0.71
15602373,29,32,750,0.03
15762605,26,18,300,0.70
15598840,32,33,130,0.41
15744279,32,19,100,0.09
15670619,25,50,900,0.63
15599533,37,42,330,0.11
15757837,35,19,380,0.08
15697574,33,14,690,0.31
15578738,18,40,860,0.62
15762228,22,14,550,0.81
15614827,35,12,710,0.97
15789815,29,12,140,0.07
15579781,29,29,470,0.87
15587013,21,37,880,0.93
15570932,34,9,110,0.85
15794661,26,43,110,0.88
15581654,34,38,430,0.48
15644296,34,43,720,0.07
15614420,23,17,280,0.32
15609653,35,24,470,0.67
15594577,25,4,220,0.59
15584114,24,14,230,0.96
15673367,31,9,340,0.45
15685576,26,35,160,0.20
15774727,31,28,710,0.65
15694288,32,35,110,0.78
15603319,33,28,430,0.92
15759066,33,42,720,0.69
15814816,31,42,280,0.79
15724402,20,16,470,0.69
15571059,33,7,220,0.83
15674206,35,48,230,0.10
15715160,28,50,340,0.29
15730448,24,32,840,0.55
15662067,19,1,260,0.26
15779581,29,21,430,0.94
15662901,19,40,890,0.65
15689751,28,12,250,0.26
15667742,34,14,890,0.78
15738448,30,49,960,0.07
15680243,20,38,300,0.10
15745083,26,15,610,0.67
15708228,35,5,740,0.62
15628523,35,45,150,0.67
15708196,49,17,730,0.07
15735549,39,7,930,0.71
15809347,41,42,620,0.17
15660866,58,2,730,0.98
15766609,47,12,730,0.00
15654230,55,6,930,0.79
15794566,52,11,620,0.99
158890,40,46,730,0.35
15697424,46,0,790,0.63
15724536,48,50,960,0.28
15735878,52,10,110,0.47
15707596,59,25,110,0.14
15657163,35,22,430,0.26
15622478,47,43,720,0.66
15779529,60,7,280,0.62
15636023,49,3,470,0.31
15582066,40,43,220,0.53
15666675,46,26,230,0.12
15732987,59,44,340,0.92
15789432,41,29,160,0.97
15663161,35,14,710,0.38
15694879,37,42,750,0.97
15593715,60,33,630,0.77
155752,35,40,720,0.18
15622171,37,14,750,0.10
15795224,36,14,210,0.44
15685346,56,28,130,0.40
15691808,40,23,720,0.99
157217,42,21,720,0.32
15794253,35,34,750,0.47
15694453,39,30,630,0.20
15813113,40,10,720,0.69
15614187,49,34,750,0.15
15619407,38,14,210,0.90
15646227,46,35,210,0.17
15660541,40,31,730,0.11
15753874,37,43,930,0.80
15617877,46,23,620,0.95
15772073,53,22,730,0.03
15701537,42,38,730,0.33
15736228,38,7,930,0.14
15780572,50,0,620,0.51
15769596,56,14,730,0.14
15586996,41,16,790,0.03
15722061,51,18,780,0.76
156383,35,26,970,0.41
15775590,57,35,970,0.09
15730688,41,23,520,0.29
15753102,35,13,970,0.64
158175,44,38,390,0.08
15723373,37,17,520,0.27
15795298,48,48,610,0.22
15584320,37,12,210,0.19
15724161,50,47,760,0.13
157556,52,49,420,0.33
15609637,41,12,210,0.98
15794493,40,45,260,0.19
15569641,58,16,740,0.86
15815236,45,16,770,0.41
15811177,35,22,770,0.84
15680587,36,31,720,0.49
15672821,55,4,720,0.37
15767681,35,32,720,0.49
156379,48,41,720,0.36
15801336,42,29,720,0.83
15721592,40,35,750,0.26
15581282,37,3,740,0.25
15746203,47,33,210,0.43
15583137,40,4,610,0.82
15680752,43,29,210,0.51
15688172,59,13,760,0.04
15791373,60,22,420,0.79
15589449,39,40,210,0.17
15692819,57,5,260,0.41
15727467,57,22,740,0.81
15734312,38,3,710,0.64
15764604,49,38,880,0.79
15613014,52,26,380,0.85
15759684,50,0,360,0.25
15609669,59,7,880,0.23
15685536,35,48,610,0.75
15750447,37,18,210,0.41
15663249,52,12,210,0.78
15638646,48,49,730,0.18
15734161,37,39,930,0.83
15631070,37,23,620,0.60
15761950,48,29,730,0.67
15649668,41,3,790,0.70
15713912,37,50,780,0.80
15586757,39,38,730,0.73
15596522,49,17,890,0.67
15625395,55,45,390,0.20
15760570,37,37,770,0.11
15566689,35,41,570,0.92
15725794,36,21,630,0.49
15673539,42,1,730,0.89
15705298,43,22,120,0.06
15675791,45,42,790,0.37
15747043,46,11,120,0.06
15736397,58,43,380,0.66
15678201,48,23,740,0.85
15720745,37,10,120,0.55
15637593,37,41,790,0.32
15598070,40,30,120,0.17
15787550,42,17,540,0.60
15603942,51,6,120,0.34
15733973,47,2,750,0.96
15596761,36,36,750,0.03
156524,38,3,960,0.57
15717893,42,50,960,0.50
15622585,39,7,960,0.69
15733964,38,38,750,0.87
15753861,49,12,750,0.25
15747097,39,2,790,0.59
15594762,39,7,750,0.62
15667417,54,20,750,0.83
15684861,35,31,550,0.87
15742204,45,38,320,0.09
15623502,36,9,520,0.67
15774872,52,26,520,0.62
15611191,53,16,820,0.42
15674331,41,41,520,0.78
15619465,48,18,750,0.24
15575247,48,42,750,0.82
15695679,41,45,750,0.55
15713463,41,33,720,0.31
15785170,42,25,750,0.01
15796351,36,34,540,0.06
15639576,47,5,540,0.08
15693264,38,16,510,0.41
15589715,48,11,540,0.19
15769902,42,9,650,0.29
15587177,40,37,240,0.06
15814553,57,42,240,0.77
15601550,36,21,540,0.49
15664907,58,25,240,0.95
15612465,35,0,790,0.25
158108,38,19,550,0.88
15665760,39,4,240,0.83
15588080,53,28,240,0.82
15776844,35,33,750,0.62
15717560,38,3,650,0.20
15629739,47,25,510,0.45
15729908,47,7,750,0.04
15716781,41,26,630,0.90
15646936,53,2,720,0.92
15768151,54,38,750,0.15
15579212,39,46,770,0.95
15721835,38,42,610,0.14
158515,38,42,750,0.46
15591279,37,11,750,0.75
15587419,42,12,720,0.97
15750335,37,27,570,0.27
15699619,36,15,990,0.62
15606472,60,36,340,0.10
15778368,54,8,720,0.02
15671387,41,47,720,0.14
15573926,40,1,710,0.42
15709183,42,12,540,0.95
15577514,43,50,340,0.83
15778830,53,20,340,0.13
15768072,47,13,460,0.09
15768293,42,7,790,0.78
15654456,42,27,460,0.29
15807525,59,34,290,0.98
15574372,58,22,470,0.85
15671249,46,9,880,0.19
15779744,38,21,710,0.43
15624755,54,26,260,0.11
15611430,60,32,460,0.71
15774744,60,1,830,0.36
15629885,39,34,730,0.77
15708791,59,47,280,0.09
15793890,37,8,280,0.53
15646091,46,15,320,0.17
15596984,46,32,740,0.44
158215,42,11,530,0.16
15577806,41,49,870,0.63
15749381,58,47,230,0.66
15683758,42,10,640,0.18
15670615,48,3,330,0.33
15715622,44,25,130,0.15
15707634,49,44,280,0.13
15806901,57,49,330,0.49
15775335,56,47,600,0.52
15724150,49,46,390,0.97
15627220,39,20,710,0.25
15672330,47,15,340,0.49
15668521,48,22,350,0.20
15807837,48,5,330,0.05
15592570,47,2,230,0.51
15748589,45,19,450,0.72
15635893,60,13,420,1.00
15757632,39,17,590,0.90
15691863,46,50,410,0.89
15706071,51,11,230,0.70
15654296,50,9,200,0.48
15755018,36,9,330,0.86
15594041,49,32,360,0.43
