Agency,Platform,Url,Date Sampled,Likes/Followers/Visits/Downloads
311,iPhone App,http://itunes.apple.com/us/app/nyc-311/id324897619?mt=8,11-09-12 0:00,26581
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,08-08-11 0:00,1078
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,9/22/2011 0:00,1228
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,10-04-11 0:00,1246
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,10/27/2011 0:00,1272
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,11/17/2011 0:00,1295
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,12-12-12 0:00,1323
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,12/30/2011 0:00,1339
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,1/20/2012 0:00,1363
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,2/17/2012 0:00,1212
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,3/14/2012 0:00,1423
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,04-09-12 0:00,1451
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,4/30/2012 0:00,1484
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,05-09-12 0:00,1495
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,6/13/2012 0:00,1540
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,07-05-12 0:00,1581
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,08-02-12 0:00,1619
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,9/21/2012 0:00,1699
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,10/24/2012 0:00,1760
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,11-02-12 0:00,1921
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,11-09-12 0:00,1987
311,Twitter,http://www.twitter.com/311NYC,08-08-11 0:00,17956
311,Twitter,http://www.twitter.com/311NYC,9/22/2011 0:00,21077
311,Twitter,http://www.twitter.com/311NYC,10-04-11 0:00,1323
311,Twitter,http://www.twitter.com/311NYC,10/27/2011 0:00,22047
311,Twitter,http://www.twitter.com/311NYC,11/17/2011 0:00,22730
311,Twitter,http://www.twitter.com/311NYC,12-12-12 0:00,23500
311,Twitter,http://www.twitter.com/311NYC,12/30/2011 0:00,23990
311,Twitter,http://www.twitter.com/311NYC,1/20/2012 0:00,24571
311,Twitter,http://www.twitter.com/311NYC,2/17/2012 0:00,25453
311,Twitter,http://www.twitter.com/311NYC,3/14/2012 0:00,26234
311,Twitter,http://www.twitter.com/311NYC,04-09-12 0:00,26934
311,Twitter,http://www.twitter.com/311NYC,4/30/2012 0:00,27616
311,Twitter,http://www.twitter.com/311NYC,05-09-12 0:00,27847
311,Twitter,http://www.twitter.com/311NYC,6/13/2012 0:00,29176
311,Twitter,http://www.twitter.com/311NYC,07-05-12 0:00,29922
311,Twitter,http://www.twitter.com/311NYC,08-02-12 0:00,30807
311,Twitter,http://www.twitter.com/311NYC,9/21/2012 0:00,32529
311,Twitter,http://www.twitter.com/311NYC,10/24/2012 0:00,33592
311,Twitter,http://www.twitter.com/311NYC,11-02-12 0:00,36908
311,Twitter,http://www.twitter.com/311NYC,11-09-12 0:00,38011
311,Twitter,http://www.twitter.com/NYCASP,08-08-11 0:00,6677
311,Twitter,http://www.twitter.com/NYCASP,9/22/2011 0:00,7787
311,Twitter,http://www.twitter.com/NYCASP,10-04-11 0:00,7676
311,Twitter,http://www.twitter.com/NYCASP,10/27/2011 0:00,8275
311,Twitter,http://www.twitter.com/NYCASP,11/17/2011 0:00,8691
311,Twitter,http://www.twitter.com/NYCASP,12-12-12 0:00,8929
311,Twitter,http://www.twitter.com/NYCASP,12/30/2011 0:00,9097
311,Twitter,http://www.twitter.com/NYCASP,1/20/2012 0:00,9360
311,Twitter,http://www.twitter.com/NYCASP,2/17/2012 0:00,9809
311,Twitter,http://www.twitter.com/NYCASP,3/14/2012 0:00,10139
311,Twitter,http://www.twitter.com/NYCASP,04-09-12 0:00,10391
311,Twitter,http://www.twitter.com/NYCASP,4/30/2012 0:00,10562
311,Twitter,http://www.twitter.com/NYCASP,05-09-12 0:00,10622
311,Twitter,http://www.twitter.com/NYCASP,6/13/2012 0:00,10930
311,Twitter,http://www.twitter.com/NYCASP,07-05-12 0:00,11045
311,Twitter,http://www.twitter.com/NYCASP,08-02-12 0:00,11106
311,Twitter,http://www.twitter.com/NYCASP,9/21/2012 0:00,11457
311,Twitter,http://www.twitter.com/NYCASP,10/24/2012 0:00,11766
311,Twitter,http://www.twitter.com/NYCASP,11-02-12 0:00,12700
311,Twitter,http://www.twitter.com/NYCASP,11-09-12 0:00,13387
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,08-08-11 0:00,290
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,9/22/2011 0:00,329
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,10-04-11 0:00,337
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,10/27/2011 0:00,343
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,11/17/2011 0:00,352
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,12-12-12 0:00,369
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,12/30/2011 0:00,374
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,1/20/2012 0:00,384
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,2/17/2012 0:00,2131
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,3/14/2012 0:00,411
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,04-09-12 0:00,425
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,4/30/2012 0:00,434
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,05-09-12 0:00,442
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,6/13/2012 0:00,462
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,07-05-12 0:00,475
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,08-02-12 0:00,500
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,9/21/2012 0:00,524
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,10/24/2012 0:00,540
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,11-02-12 0:00,553
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,11-09-12 0:00,558
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,08-08-11 0:00,462
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,9/22/2011 0:00,462
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,10-04-11 0:00,475
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,10/27/2011 0:00,500
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,11/17/2011 0:00,524
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,12-12-12 0:00,540
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,12/30/2011 0:00,553
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,1/20/2012 0:00,558
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,2/17/2012 0:00,4480
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,3/14/2012 0:00,4565
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,04-09-12 0:00,4767
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,4/30/2012 0:00,3254
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,05-09-12 0:00,3275
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,6/13/2012 0:00,3275
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,07-05-12 0:00,234
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,08-02-12 0:00,257
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,9/21/2012 0:00,266
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,10/24/2012 0:00,275
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,11-02-12 0:00,280
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,11-09-12 0:00,289
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,08-08-11 0:00,292
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,9/22/2011 0:00,300
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,10-04-11 0:00,4480
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,10/27/2011 0:00,4565
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,11/17/2011 0:00,4767
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,12-12-12 0:00,3254
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,12/30/2011 0:00,3275
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,1/20/2012 0:00,3275
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,2/17/2012 0:00,234
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,3/14/2012 0:00,257
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,04-09-12 0:00,266
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,4/30/2012 0:00,275
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,05-09-12 0:00,280
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,6/13/2012 0:00,289
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,07-05-12 0:00,292
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,08-02-12 0:00,300
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,9/21/2012 0:00,4767
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,10/24/2012 0:00,3254
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,11-02-12 0:00,3275
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,11-09-12 0:00,3275
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,08-08-11 0:00,234
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,9/22/2011 0:00,257
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,10-04-11 0:00,266
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,10/27/2011 0:00,275
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,11/17/2011 0:00,280
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,12-12-12 0:00,289
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,12/30/2011 0:00,292
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,1/20/2012 0:00,300
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,2/17/2012 0:00,122
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,3/14/2012 0:00,336
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,04-09-12 0:00,350
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,4/30/2012 0:00,363
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,05-09-12 0:00,371
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,6/13/2012 0:00,416
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,07-05-12 0:00,431
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,08-02-12 0:00,456
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,9/21/2012 0:00,491
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,10/24/2012 0:00,527
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,11-02-12 0:00,551
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,11-09-12 0:00,560
CAU,Twitter,www.twitter.com/mayorscau,08-08-11 0:00,969
CAU,Twitter,www.twitter.com/mayorscau,9/22/2011 0:00,1262
CAU,Twitter,www.twitter.com/mayorscau,10-04-11 0:00,222
CAU,Twitter,www.twitter.com/mayorscau,10/27/2011 0:00,1377
CAU,Twitter,www.twitter.com/mayorscau,11/17/2011 0:00,1449
CAU,Twitter,www.twitter.com/mayorscau,12-12-12 0:00,1503
CAU,Twitter,www.twitter.com/mayorscau,12/30/2011 0:00,1547
CAU,Twitter,www.twitter.com/mayorscau,1/20/2012 0:00,1605
CAU,Twitter,www.twitter.com/mayorscau,2/17/2012 0:00,1700
CAU,Twitter,www.twitter.com/mayorscau,3/14/2012 0:00,1757
CAU,Twitter,www.twitter.com/mayorscau,04-09-12 0:00,1821
CAU,Twitter,www.twitter.com/mayorscau,4/30/2012 0:00,1872
CAU,Twitter,www.twitter.com/mayorscau,05-09-12 0:00,1889
CAU,Twitter,www.twitter.com/mayorscau,6/13/2012 0:00,1983
CAU,Twitter,www.twitter.com/mayorscau,07-05-12 0:00,2043
CAU,Twitter,www.twitter.com/mayorscau,08-02-12 0:00,2094
CAU,Twitter,www.twitter.com/mayorscau,9/21/2012 0:00,2285
CAU,Twitter,www.twitter.com/mayorscau,10/24/2012 0:00,2389
CAU,Twitter,www.twitter.com/mayorscau,11-02-12 0:00,2507
CAU,Twitter,www.twitter.com/mayorscau,11-09-12 0:00,2585
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,08-08-11 0:00,222
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,9/22/2011 0:00,222
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,10-04-11 0:00,2222
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,10/27/2011 0:00,11
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,11/17/2011 0:00,12
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,12-12-12 0:00,13
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,12/30/2011 0:00,13
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,1/20/2012 0:00,13
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,2/17/2012 0:00,121
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,3/14/2012 0:00,13
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,04-09-12 0:00,14
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,4/30/2012 0:00,14
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,05-09-12 0:00,15
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,6/13/2012 0:00,18
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,07-05-12 0:00,19
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,08-02-12 0:00,20
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,9/21/2012 0:00,20
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,10/24/2012 0:00,20
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,11-02-12 0:00,20
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,11-09-12 0:00,20
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,08-08-11 0:00,121
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,9/22/2011 0:00,323
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,10-04-11 0:00,122
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,10/27/2011 0:00,588
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,11/17/2011 0:00,639
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,12-12-12 0:00,706
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,12/30/2011 0:00,747
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,1/20/2012 0:00,808
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,2/17/2012 0:00,887
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,3/14/2012 0:00,977
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,04-09-12 0:00,1058
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,4/30/2012 0:00,1128
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,05-09-12 0:00,1145
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,6/13/2012 0:00,1248
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,07-05-12 0:00,1293
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,08-02-12 0:00,1339
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,9/21/2012 0:00,1428
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,10/24/2012 0:00,1476
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,11-02-12 0:00,1513
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,11-09-12 0:00,1532
Child Services,Youtube,http://www.youtube.com/user/childservices,08-08-11 0:00,323
Child Services,Youtube,http://www.youtube.com/user/childservices,9/22/2011 0:00,122
Child Services,Youtube,http://www.youtube.com/user/childservices,10-04-11 0:00,588
Child Services,Youtube,http://www.youtube.com/user/childservices,10/27/2011 0:00,639
Child Services,Youtube,http://www.youtube.com/user/childservices,11/17/2011 0:00,706
Child Services,Youtube,http://www.youtube.com/user/childservices,12-12-12 0:00,747
Child Services,Youtube,http://www.youtube.com/user/childservices,12/30/2011 0:00,808
Child Services,Youtube,http://www.youtube.com/user/childservices,1/20/2012 0:00,887
Child Services,Youtube,http://www.youtube.com/user/childservices,2/17/2012 0:00,977
Child Services,Youtube,http://www.youtube.com/user/childservices,3/14/2012 0:00,1058
Child Services,Youtube,http://www.youtube.com/user/childservices,04-09-12 0:00,1128
Child Services,Youtube,http://www.youtube.com/user/childservices,4/30/2012 0:00,1145
Child Services,Youtube,http://www.youtube.com/user/childservices,05-09-12 0:00,1248
Child Services,Youtube,http://www.youtube.com/user/childservices,6/13/2012 0:00,1293
Child Services,Youtube,http://www.youtube.com/user/childservices,07-05-12 0:00,1339
Child Services,Youtube,http://www.youtube.com/user/childservices,08-02-12 0:00,1428
Child Services,Youtube,http://www.youtube.com/user/childservices,9/21/2012 0:00,1476
Child Services,Youtube,http://www.youtube.com/user/childservices,10/24/2012 0:00,1513
Child Services,Youtube,http://www.youtube.com/user/childservices,11-02-12 0:00,1532
Child Services,Youtube,http://www.youtube.com/user/childservices,11-09-12 0:00,12
City Charter,Twitter,http://twitter.com/CityCharterNYC,08-08-11 0:00,468
City Charter,Twitter,http://twitter.com/CityCharterNYC,9/22/2011 0:00,541
City Charter,Twitter,http://twitter.com/CityCharterNYC,10-04-11 0:00,32
City Charter,Twitter,http://twitter.com/CityCharterNYC,10/27/2011 0:00,575
City Charter,Twitter,http://twitter.com/CityCharterNYC,11/17/2011 0:00,595
City Charter,Twitter,http://twitter.com/CityCharterNYC,12-12-12 0:00,613
City Charter,Twitter,http://twitter.com/CityCharterNYC,12/30/2011 0:00,630
City Charter,Twitter,http://twitter.com/CityCharterNYC,1/20/2012 0:00,649
City Charter,Twitter,http://twitter.com/CityCharterNYC,2/17/2012 0:00,666
City Charter,Twitter,http://twitter.com/CityCharterNYC,3/14/2012 0:00,690
City Charter,Twitter,http://twitter.com/CityCharterNYC,04-09-12 0:00,715
City Charter,Twitter,http://twitter.com/CityCharterNYC,4/30/2012 0:00,739
City Charter,Twitter,http://twitter.com/CityCharterNYC,05-09-12 0:00,751
City Charter,Twitter,http://twitter.com/CityCharterNYC,6/13/2012 0:00,787
City Charter,Twitter,http://twitter.com/CityCharterNYC,07-05-12 0:00,805
City Charter,Twitter,http://twitter.com/CityCharterNYC,08-02-12 0:00,823
City Charter,Twitter,http://twitter.com/CityCharterNYC,9/21/2012 0:00,867
